id,name,wear,rarity,price,steam_price,sell_num,buy_num,rate_7,rate_30,rate_90
9474,双持贝瑞塔（纪念品） | 双涡轮 (崭新出厂),崭新出厂,保密,1999.0,0,4,2,0,0.55,0
9475,M4A1 消音型（纪念品） | 控制台 (战痕累累),战痕累累,保密,450.0,498.15,6,3,12.5,4.65,22.28
9476,Tec-9（纪念品） | 遥控 (略有磨损),略有磨损,保密,280.0,403.32,10,6,-4.11,-9.97,-11.39
9477,M4A1 消音型（纪念品） | 控制台 (略有磨损),略有磨损,保密,890.0,1113.79,17,6,11.25,23.61,5.33
9479,锯齿爪刀（★ StatTrak™） | 枯焦之色 (略有磨损),略有磨损,隐秘,2450.0,3171.02,3,2,-1.8,-2.0,-5.77
9480,熊刀（★ StatTrak™） | 蓝钢 (战痕累累),战痕累累,隐秘,875.0,1575.22,5,1,0,0,-23.88
9481,锯齿爪刀（★） | 渐变之色 (略有磨损),略有磨损,隐秘,6299.5,0,19,2,0,0.01,-7.37
9482,熊刀（★） | 人工染色 (崭新出厂),崭新出厂,隐秘,843.91,1488.0,14,4,-2.77,-15.55,-8.02
9483,短剑（★） | 都市伪装 (崭新出厂),崭新出厂,隐秘,2800.0,3201.88,2,2,0,-17.65,12.92
9484,锯齿爪刀（★ StatTrak™） | 狩猎网格 (破损不堪),破损不堪,隐秘,1550.0,0,2,1,0,4.39,3.33
9485,短剑（★ StatTrak™） | 渐变之色 (崭新出厂),崭新出厂,隐秘,2800.0,4523.43,58,5,-5.08,-9.31,-17.65
9486,锯齿爪刀（★ StatTrak™） | 表面淬火 (破损不堪),破损不堪,隐秘,3201.67,3937.76,6,3,-5.86,-19.96,-31.88
9487,锯齿爪刀（★ StatTrak™） | 深红之网 (战痕累累),战痕累累,隐秘,4000.0,3473.25,2,1,0,0,2.56
9488,短剑（★ StatTrak™） | 深红之网 (战痕累累),战痕累累,隐秘,1700.0,2436.28,4,1,-30.89,-30.89,-30.89
9489,短剑（★ StatTrak™） | 人工染色 (略有磨损),略有磨损,隐秘,1370.0,1921.12,10,4,-2.14,-5.52,-5.12
9490,裹手（★） | 套印 (崭新出厂),崭新出厂,非凡,3547.27,5422.67,35,15,-4.13,-2.14,-2.79
9491,熊刀（★ StatTrak™） | 屠夫 (崭新出厂),崭新出厂,隐秘,1540.0,2659.73,12,2,-3.72,-6.95,-22.61
9492,M4A1 消音型（纪念品） | 控制台 (破损不堪),破损不堪,保密,350.5,587.14,10,3,-0.14,-3.43,-7.28
9494,折刀（★ StatTrak™） | 表面淬火 (破损不堪),破损不堪,隐秘,998.0,1234.29,2,2,0,0,10.89
9495,折刀（★ StatTrak™） | 深红之网 (略有磨损),略有磨损,隐秘,1229.5,1629.23,4,1,0,0,-6.32
9498,短剑（★） | 森林 DDPAT (崭新出厂),崭新出厂,隐秘,1336.5,0,2,2,-1.66,-21.31,-29.66
9499,熊刀（★） | 森林 DDPAT (崭新出厂),崭新出厂,隐秘,1199.0,1888.88,4,2,0,-7.7,-7.7
9500,P90（纪念品） | 设施系列·底片图 (战痕累累),战痕累累,军规级,38.5,27.83,15,1,-1.03,196.15,196.15
9501,Tec-9（纪念品） | 遥控 (战痕累累),战痕累累,保密,288.0,200.1,5,1,-4.0,-4.0,-4.0
9502,Tec-9（纪念品） | 遥控 (破损不堪),破损不堪,保密,420.0,179.33,3,1,154.81,153.21,142.79
9503,短剑（★ StatTrak™） | 人工染色 (破损不堪),破损不堪,隐秘,1498.0,1837.29,2,1,-0.03,19.84,-0.03
9504,熊刀（★ StatTrak™） | 森林 DDPAT (略有磨损),略有磨损,隐秘,620.0,914.82,5,4,-4.62,-17.22,-4.62
9505,短剑（★ StatTrak™） | 蓝钢 (久经沙场),久经沙场,隐秘,1800.0,2700.97,4,1,0,-10.0,1.29
9506,短剑（★ StatTrak™） | 枯焦之色 (略有磨损),略有磨损,隐秘,1377.9,0,10,2,-3.63,-4.97,-13.82
9507,折刀（★） | 渐变之色 (略有磨损),略有磨损,隐秘,984.0,1516.77,8,2,0.42,0.41,-1.39
9508,折刀（★ StatTrak™） | 森林 DDPAT (略有磨损),略有磨损,隐秘,688.0,1339.47,2,2,0,0,0
9509,短剑（★ StatTrak™） | 北方森林 (战痕累累),战痕累累,隐秘,1250.0,1489.89,3,1,0,13.64,-2.95
9510,短剑（★ StatTrak™） | 都市伪装 (破损不堪),破损不堪,隐秘,6666.0,2205.88,1,1,0,316.62,455.5
9511,熊刀（★ StatTrak™） | 深红之网 (略有磨损),略有磨损,隐秘,1720.0,2436.32,10,1,0,-4.44,10.97
9512,PP-野牛 | 设施系列·速写图 (崭新出厂),崭新出厂,消费级,0.45,0.63,2437,593,4.65,-19.64,80.0
9513,FN57 | 冷却剂 (破损不堪),破损不堪,消费级,0.07,0.28,135,50,133.33,133.33,133.33
9514,MP9 | 滑移 (战痕累累),战痕累累,消费级,0.05,0.21,136,732,-28.57,-16.67,25.0
9515,FN57 | 冷却剂 (久经沙场),久经沙场,消费级,0.03,0.21,1895,1251,0,0,-40.0
9516,MP5-SD | 越野 (略有磨损),略有磨损,消费级,0.22,0.62,424,596,-26.67,-38.89,120.0
9517,R8 左轮手枪 | 氮化处理 (略有磨损),略有磨损,工业级,1.42,2.19,313,825,-10.69,-13.41,18.33
9518,PP-野牛 | 设施系列·速写图 (久经沙场),久经沙场,消费级,0.09,0.21,2329,2159,0,80.0,125.0
9519,MP5-SD | 越野 (久经沙场),久经沙场,消费级,0.07,0.21,962,1070,16.67,-22.22,133.33
9520,AUG | 扫频仪 (久经沙场),久经沙场,消费级,0.06,0.22,906,1076,20.0,-33.33,50.0
9521,UMP-45 | 设施系列·深色图 (崭新出厂),崭新出厂,消费级,0.33,0.69,869,576,-8.33,-29.79,57.14
9522,MP5-SD | 协处理器 (略有磨损),略有磨损,军规级,1.52,3.18,143,122,-4.4,-3.8,-5.59
9523,UMP-45 | 设施系列·深色图 (久经沙场),久经沙场,消费级,0.04,0.21,1699,107,100.0,33.33,33.33
9524,M4A4 | 主机 (略有磨损),略有磨损,工业级,0.29,0.62,471,686,-3.33,-14.71,-12.12
9525,FN57 | 冷却剂 (崭新出厂),崭新出厂,消费级,0.39,0.79,2229,825,-13.33,-25.0,30.0
9526,MP5-SD | 越野 (战痕累累),战痕累累,消费级,0.1,0.21,247,997,16.67,16.67,75.0
9527,P250 | 设施系列·草图 (久经沙场),久经沙场,消费级,0.04,0.21,1329,605,33.33,0,33.33
9528,MP7 | 主板 (破损不堪),破损不堪,工业级,0.15,0.54,51,1093,0,-42.31,-53.12
9529,MP9 | 滑移 (久经沙场),久经沙场,消费级,0.06,0.21,852,1005,-14.29,-25.0,20.0
9530,AUG | 扫频仪 (略有磨损),略有磨损,消费级,0.2,0.24,1045,634,81.82,11.11,122.22
9531,UMP-45 | 泥地杀手 (战痕累累),战痕累累,消费级,0.06,0.21,132,1414,0,0,20.0
9533,PP-野牛 | 红苹果 (崭新出厂),崭新出厂,工业级,1.31,1.99,2268,1447,0,-7.75,22.43
9534,格洛克 18 型 | 远光灯 (崭新出厂),崭新出厂,工业级,1.09,1.72,9006,917,-4.39,-15.5,4.81
9535,PP-野牛 | 红苹果 (久经沙场),久经沙场,工业级,0.51,0.79,326,274,-21.54,-8.93,37.84
9536,PP-野牛 | 设施系列·速写图 (略有磨损),略有磨损,消费级,0.1,0.22,2637,1471,-9.09,-9.09,25.0
9537,AUG | 扫频仪 (战痕累累),战痕累累,消费级,0.09,0.22,143,270,50.0,28.57,125.0
9538,USP 消音版 | 引擎故障灯 (久经沙场),久经沙场,军规级,6.4,8.48,767,31,-0.31,-7.11,63.68
9539,R8 左轮手枪 | 氮化处理 (久经沙场),久经沙场,工业级,0.68,0.99,568,1034,-6.85,-4.22,65.85
9540,P250 | 设施系列·草图 (崭新出厂),崭新出厂,消费级,0.48,0.64,876,302,26.32,4.35,200.0
9541,FN57 | 冷却剂 (略有磨损),略有磨损,消费级,0.09,0.3,1590,2474,-18.18,-25.0,50.0
9542,加利尔 AR | 冰核聚变 (略有磨损),略有磨损,工业级,0.9,1.47,563,430,-10.0,-9.09,15.38
9543,M4A4 | 主机 (久经沙场),久经沙场,工业级,0.18,0.37,1022,535,-6.67,-33.33,-33.33
9544,UMP-45 | 设施系列·深色图 (略有磨损),略有磨损,消费级,0.08,0.23,1530,1474,60.0,33.33,14.29
9545,MP7 | 主板 (略有磨损),略有磨损,工业级,0.31,0.62,228,940,-22.5,-24.39,-20.51
9546,MAC-10 | 小牛皮 (略有磨损),略有磨损,工业级,1.21,1.65,481,267,-3.2,-10.37,39.08
9547,AWP | 冥界之河 (久经沙场),久经沙场,军规级,4.98,7.1,1217,249,10.69,6.65,4.85
9548,PP-野牛 | 红苹果 (略有磨损),略有磨损,工业级,0.67,0.83,1340,819,1.51,-5.63,59.52
9549,UMP-45 | 泥地杀手 (久经沙场),久经沙场,消费级,0.07,0.21,1817,342,16.67,-22.22,40.0
9550,MP5-SD | 越野 (破损不堪),破损不堪,消费级,0.1,0.21,108,1259,11.11,25.0,100.0
9551,MP9 | 滑移 (略有磨损),略有磨损,消费级,0.22,0.63,767,483,-24.14,-51.11,69.23
9552,MAC-10 | 小牛皮 (崭新出厂),崭新出厂,工业级,5.27,7.68,489,33,-24.39,-35.5,12.13
9553,M4A4 | 主机 (崭新出厂),崭新出厂,工业级,2.51,3.19,1537,519,-6.34,-9.39,64.05
9554,MP9 | 滑移 (破损不堪),破损不堪,消费级,0.14,0.21,207,1315,40.0,133.33,250.0
9555,P250 | 交换机 (略有磨损),略有磨损,军规级,1.74,3.1,216,57,16.0,-4.4,16.78
9556,MP7 | 主板 (崭新出厂),崭新出厂,工业级,2.5,3.28,458,917,-21.63,-10.07,36.61
9557,UMP-45 | 泥地杀手 (略有磨损),略有磨损,消费级,0.24,0.51,442,298,-28.57,-20.0,66.67
9558,AK-47 | 安全网 (战痕累累),战痕累累,受限,19.99,28.06,45,31,8.17,-12.32,-13.46
9559,AK-47 | 安全网 (久经沙场),久经沙场,受限,18.0,25.89,479,17,-3.95,-10.0,-22.65
9560,AK-47 | 安全网 (破损不堪),破损不堪,受限,24.0,27.43,33,5,-9.43,-11.08,-18.09
9561,AUG | 扫频仪 (崭新出厂),崭新出厂,消费级,0.56,0.98,1997,479,-18.84,-34.12,30.23
9562,AUG | 扫频仪 (破损不堪),破损不堪,消费级,0.09,0.23,57,927,12.5,0,80.0
9563,AWP | 冥界之河 (崭新出厂),崭新出厂,军规级,148.0,206.57,246,191,11.28,94.76,379.12
9564,FN57 | 冷却剂 (战痕累累),战痕累累,消费级,0.12,0.3,72,50,140.0,200.0,200.0
9565,加利尔 AR | 冰核聚变 (战痕累累),战痕累累,工业级,0.22,0.39,137,523,69.23,29.41,4.76
9566,加利尔 AR | 冰核聚变 (崭新出厂),崭新出厂,工业级,5.1,6.99,1127,296,-24.89,-25.76,80.21
9567,加利尔 AR | 冰核聚变 (久经沙场),久经沙场,工业级,0.18,0.46,875,621,-5.56,-19.05,-32.0
9568,格洛克 18 型 | 核子花园 (久经沙场),久经沙场,受限,14.9,19.0,492,69,14.73,25.42,20.42
9569,格洛克 18 型 | 核子花园 (略有磨损),略有磨损,受限,41.8,53.98,368,56,11.2,20.46,35.36
9570,M4A1 消音型 | 控制台 (久经沙场),久经沙场,保密,110.96,149.5,332,227,-11.23,-1.19,-15.94
9571,M4A4 | 变频器 (崭新出厂),崭新出厂,军规级,12.59,19.17,2820,196,-21.75,-28.06,16.57
9572,M4A4 | 变频器 (久经沙场),久经沙场,军规级,5.47,9.79,486,28,-8.83,-8.68,40.98
9573,M4A4 | 变频器 (略有磨损),略有磨损,军规级,7.88,10.82,934,23,-8.59,-10.35,43.8
9574,M4A4 | 变频器 (破损不堪),破损不堪,军规级,5.87,9.8,53,2,-2.0,-11.86,34.02
9575,M4A4 | 主机 (战痕累累),战痕累累,工业级,0.44,0.62,168,390,51.72,37.5,83.33
9576,MAC-10 | 小牛皮 (战痕累累),战痕累累,工业级,0.52,0.8,131,202,0,1.96,52.94
9577,MAC-10 | 小牛皮 (久经沙场),久经沙场,工业级,0.68,0.9,410,303,-2.86,-2.86,65.85
9578,MAC-10 | 小牛皮 (破损不堪),破损不堪,工业级,0.68,0.8,140,555,-1.45,1.49,88.89
9579,MP5-SD | 协处理器 (战痕累累),战痕累累,军规级,0.99,3.0,40,51,1.02,8.79,10.0
9580,MP5-SD | 协处理器 (久经沙场),久经沙场,军规级,0.85,1.44,158,188,7.59,11.84,-5.56
9581,MP5-SD | 协处理器 (破损不堪),破损不堪,军规级,0.87,1.73,47,84,10.13,-56.28,-15.53
9582,MP5-SD | 越野 (崭新出厂),崭新出厂,消费级,9.7,11.0,194,151,15.61,-12.22,307.56
9583,MP7 | 渐变之色 (崭新出厂),崭新出厂,受限,217.88,310.42,667,80,-9.93,-10.71,54.66
9584,MP7 | 渐变之色 (久经沙场),久经沙场,受限,47.4,74.53,206,36,-5.56,-19.25,-30.19
9585,MP7 | 渐变之色 (略有磨损),略有磨损,受限,52.0,71.91,646,42,-11.11,-13.33,-28.77
9586,MP7 | 主板 (久经沙场),久经沙场,工业级,0.13,0.43,969,920,-18.75,-23.53,-40.91
9587,P250 | 交换机 (崭新出厂),崭新出厂,军规级,12.69,16.88,125,82,-2.38,13.81,121.08
9588,P250 | 交换机 (久经沙场),久经沙场,军规级,0.79,1.35,138,152,2.6,0,-4.82
9589,P250 | 设施系列·草图 (破损不堪),破损不堪,消费级,0.03,0.24,81,50,-62.5,0,-40.0
9590,P250 | 葡萄酒 (战痕累累),战痕累累,受限,4.7,7.86,53,2,9.56,1.07,14.63
9591,P250 | 葡萄酒 (崭新出厂),崭新出厂,受限,218.0,278.46,89,9,-16.15,-22.14,63.12
9592,P250 | 葡萄酒 (久经沙场),久经沙场,受限,6.7,10.44,177,14,-5.63,-3.87,-9.46
9593,P90 | 设施系列·底片图 (略有磨损),略有磨损,军规级,1.73,2.93,151,176,8.8,9.49,9.49
9594,PP-野牛 | 设施系列·速写图 (战痕累累),战痕累累,消费级,0.11,0.23,68,1013,-91.73,22.22,175.0
9595,PP-野牛 | 设施系列·速写图 (破损不堪),破损不堪,消费级,0.14,0.21,56,637,180.0,55.56,250.0
9596,R8 左轮手枪 | 氮化处理 (战痕累累),战痕累累,工业级,0.52,0.76,210,101,-5.46,0,44.44
9597,R8 左轮手枪 | 氮化处理 (破损不堪),破损不堪,工业级,0.65,1.02,238,994,-5.8,-5.8,35.42
9598,SG 553 | 意式拉力 (崭新出厂),崭新出厂,保密,505.0,731.86,514,48,-15.41,-28.87,-34.84
9599,SG 553 | 意式拉力 (破损不堪),破损不堪,保密,25.09,39.88,212,44,4.54,-15.52,-16.37
9600,SSG 08 | 手刹 (崭新出厂),崭新出厂,军规级,26.0,34.12,195,27,-31.02,-34.31,16.28
9601,SSG 08 | 手刹 (久经沙场),久经沙场,军规级,7.0,10.0,268,10,-17.26,-16.57,62.04
9602,SSG 08 | 手刹 (略有磨损),略有磨损,军规级,11.8,16.46,114,20,-18.62,-6.87,59.03
9603,SSG 08 | 手刹 (破损不堪),破损不堪,军规级,6.8,8.68,145,81,-11.57,-12.37,68.32
9604,UMP-45 | 设施系列·深色图 (战痕累累),战痕累累,消费级,0.08,0.21,46,536,-33.33,0,166.67
9605,UMP-45 | 泥地杀手 (破损不堪),破损不堪,消费级,0.1,0.21,77,1081,42.86,42.86,233.33
9606,USP 消音版 | 引擎故障灯 (战痕累累),战痕累累,军规级,4.9,7.17,61,49,0,-2.2,40.0
9607,USP 消音版 | 引擎故障灯 (崭新出厂),崭新出厂,军规级,14.9,21.87,781,226,-16.67,-18.58,30.7
9608,USP 消音版 | 引擎故障灯 (略有磨损),略有磨损,军规级,8.24,11.1,527,57,-13.08,-14.96,27.16
9609,UMP-45 | 泥地杀手 (崭新出厂),崭新出厂,消费级,7.0,12.2,223,132,-28.64,-44.84,194.12
9610,AWP | 冥界之河 (战痕累累),战痕累累,军规级,3.99,7.09,1075,89,-0.25,11.14,-4.09
9611,UMP-45 | 设施系列·深色图 (破损不堪),破损不堪,消费级,0.21,0.22,61,66,200.0,425.0,600.0
9612,AK-47 | 安全网 (崭新出厂),崭新出厂,受限,208.0,279.53,322,77,-0.79,17.5,59.56
9613,MP9 | 滑移 (崭新出厂),崭新出厂,消费级,9.76,18.79,202,105,-37.64,-40.41,181.27
9614,P250 | 设施系列·草图 (战痕累累),战痕累累,消费级,0.09,0.28,53,96,-30.77,-18.18,125.0
9615,M4A4 | 主机 (破损不堪),破损不堪,工业级,0.23,0.48,60,250,-4.17,-8.0,-4.17
9616,P90 | 设施系列·底片图 (崭新出厂),崭新出厂,军规级,12.14,18.29,98,159,-1.3,31.96,113.73
9617,P90 | 设施系列·底片图 (破损不堪),破损不堪,军规级,0.86,1.57,28,180,-14.0,-4.44,-24.56
9618,格洛克 18 型 | 核子花园 (崭新出厂),崭新出厂,受限,499.0,636.53,98,43,29.11,143.41,264.39
9619,AUG | 随机存取 (战痕累累),战痕累累,受限,5.72,9.49,31,112,-0.52,-1.89,-10.48
9620,AUG | 随机存取 (崭新出厂),崭新出厂,受限,64.0,93.12,158,33,-21.94,-28.81,-3.82
9621,AUG | 随机存取 (久经沙场),久经沙场,受限,5.08,8.24,195,19,-10.88,1.8,-19.87
9622,AUG | 随机存取 (略有磨损),略有磨损,受限,9.99,19.13,225,21,-22.98,-32.86,-15.91
9623,AUG | 随机存取 (破损不堪),破损不堪,受限,5.98,8.52,22,5,-9.12,19.6,-11.93
9624,AWP | 冥界之河 (略有磨损),略有磨损,军规级,11.99,15.71,737,88,-8.4,9.0,28.93
9625,双持贝瑞塔 | 双涡轮 (战痕累累),战痕累累,保密,13.3,17.79,57,24,3.91,2.39,2.39
9626,双持贝瑞塔 | 双涡轮 (久经沙场),久经沙场,保密,18.27,28.71,145,14,-3.84,-8.92,-7.73
9627,加利尔 AR | 冰核聚变 (破损不堪),破损不堪,工业级,0.39,0.5,111,346,-31.58,-15.22,-42.65
9628,格洛克 18 型 | 远光灯 (略有磨损),略有磨损,工业级,1.24,1.81,253,301,-8.82,-2.36,9.73
9629,格洛克 18 型 | 核子花园 (破损不堪),破损不堪,受限,15.99,22.32,62,20,-12.81,-3.09,-11.36
9630,M4A1 消音型 | 控制台 (破损不堪),破损不堪,保密,32.18,48.84,216,15,-5.44,-10.59,-36.99
9631,MP5-SD | 协处理器 (崭新出厂),崭新出厂,军规级,12.2,16.0,78,58,-1.71,28.35,97.26
9632,MP7 | 主板 (战痕累累),战痕累累,工业级,0.38,0.52,24,1047,8.57,80.95,72.73
9633,P250 | 交换机 (破损不堪),破损不堪,军规级,0.91,1.57,20,169,0,4.6,4.6
9634,P250 | 葡萄酒 (略有磨损),略有磨损,受限,18.88,30.96,163,10,-4.5,-14.14,-4.65
9635,P250 | 葡萄酒 (破损不堪),破损不堪,受限,4.74,7.77,50,6,-1.04,-5.01,-5.01
9636,P90 | 设施系列·底片图 (战痕累累),战痕累累,军规级,0.85,2.0,23,237,14.87,-4.49,-40.14
9637,P90 | 设施系列·底片图 (久经沙场),久经沙场,军规级,0.83,1.44,178,33,6.41,9.21,-5.68
9638,SG 553 | 意式拉力 (久经沙场),久经沙场,保密,45.9,68.0,634,150,-13.71,-21.39,-34.01
9639,SG 553 | 意式拉力 (略有磨损),略有磨损,保密,138.5,205.0,597,45,-7.33,-14.3,-26.8
9640,SSG 08 | 手刹 (战痕累累),战痕累累,军规级,5.0,7.04,85,90,-5.66,-4.03,32.98
9641,Tec-9 | 遥控 (战痕累累),战痕累累,保密,15.0,20.04,67,26,-11.77,12.19,0.81
9642,Tec-9 | 遥控 (崭新出厂),崭新出厂,保密,301.48,411.89,82,13,-25.56,-28.9,-30.54
9643,Tec-9 | 遥控 (略有磨损),略有磨损,保密,35.9,52.0,206,29,-7.78,-21.79,-29.47
9644,Tec-9 | 遥控 (破损不堪),破损不堪,保密,12.8,21.09,46,33,-5.81,-6.91,-14.61
9645,M4A1 消音型 | 控制台 (略有磨损),略有磨损,保密,195.9,274.0,286,16,-20.2,-27.58,-52.28
9646,AK-47 | 安全网 (略有磨损),略有磨损,受限,25.9,36.7,382,38,-10.22,-13.32,-17.99
9647,双持贝瑞塔 | 双涡轮 (破损不堪),破损不堪,保密,12.59,19.17,27,6,-8.77,3.71,-2.1
9648,格洛克 18 型 | 核子花园 (战痕累累),战痕累累,受限,11.99,16.87,53,29,6.48,-4.46,12.06
9649,R8 左轮手枪 | 氮化处理 (崭新出厂),崭新出厂,工业级,34.6,41.22,67,34,-26.37,-30.38,310.93
9650,Tec-9 | 遥控 (久经沙场),久经沙场,保密,17.3,25.89,176,69,-5.31,-3.78,-15.61
9651,折刀（★ StatTrak™） | 夜色 (破损不堪),破损不堪,隐秘,798.0,636.53,1,3,0,0,-0.25
9652,熊刀（★ StatTrak™） | 表面淬火 (略有磨损),略有磨损,隐秘,1500.0,1591.06,13,3,0,0,-14.24
9653,熊刀（★） | 枯焦之色 (崭新出厂),崭新出厂,隐秘,1189.0,2775.07,3,1,0,8.19,-0.92
9654,AWP | 冥界之河 (破损不堪),破损不堪,军规级,8.0,10.14,27,8,7.38,0,14.29
9655,M4A1 消音型 | 控制台 (崭新出厂),崭新出厂,保密,1097.5,1799.0,91,9,-21.61,-40.24,-52.28
9656,P250 | 交换机 (战痕累累),战痕累累,军规级,0.85,1.8,38,59,0,-5.56,-10.53
9657,SG 553 | 意式拉力 (战痕累累),战痕累累,保密,26.02,42.46,169,9,13.18,-11.2,7.57
9658,USP 消音版 | 引擎故障灯 (破损不堪),破损不堪,军规级,5.43,7.39,39,11,1.31,-3.55,34.07
9659,双持贝瑞塔 | 双涡轮 (崭新出厂),崭新出厂,保密,185.88,290.0,152,20,-32.41,-39.94,-3.11
9660,熊刀（★） | 渐变之色 (略有磨损),略有磨损,隐秘,1990.0,2870.25,16,2,-0.43,7.57,-5.24
9661,双持贝瑞塔 | 双涡轮 (略有磨损),略有磨损,保密,39.7,57.53,132,17,-20.44,-20.28,-2.1
9662,熊刀（★ StatTrak™） | 都市伪装 (略有磨损),略有磨损,隐秘,925.4,1100.25,2,3,0,0.01,-2.17
9663,折刀（★ StatTrak™） | 屠夫 (崭新出厂),崭新出厂,隐秘,1000.0,1646.68,8,2,-9.09,-9.99,-20.35
9665,锯齿爪刀（★ StatTrak™） | 深红之网 (略有磨损),略有磨损,隐秘,4168.0,6813.3,6,1,0,-22.82,-14.71
9667,折刀（★） | 都市伪装 (崭新出厂),崭新出厂,隐秘,1288.0,0,1,1,34.17,0,22.09
9668,熊刀（★ StatTrak™） | 蓝钢 (破损不堪),破损不堪,隐秘,18880.0,1081.31,1,1,0,2367.97,112.42
9669,短剑（★） | 北方森林 (崭新出厂),崭新出厂,隐秘,1979.5,0,5,1,-0.02,-0.4,-1.02
9670,折刀（★ StatTrak™） | 都市伪装 (略有磨损),略有磨损,隐秘,528.1,716.92,6,4,0,-20.59,-6.7
9671,短剑（★ StatTrak™） | 狩猎网格 (破损不堪),破损不堪,隐秘,1799.0,1265.99,1,4,0,97.69,49.92
9673,AUG（纪念品） | 随机存取 (战痕累累),战痕累累,受限,59.0,110.29,8,3,0.17,0,-1.5
9674,MP5-SD（纪念品） | 协处理器 (战痕累累),战痕累累,军规级,39.8,44.09,8,1,-11.56,56.38,101.21
9676,摩托手套（★） | 交运 (崭新出厂),崭新出厂,非凡,2149.5,3505.38,13,4,-0.02,-8.49,-14.02
9677,锯齿爪刀（★） | 狩猎网格 (崭新出厂),崭新出厂,隐秘,2600.0,3417.0,6,2,0,-13.33,10.64
9678,短剑（★） | 蓝钢 (崭新出厂),崭新出厂,隐秘,2279.0,4066.14,12,2,-3.38,-11.67,-24.03
9679,短剑（★ StatTrak™） | 枯焦之色 (破损不堪),破损不堪,隐秘,1100.0,1961.21,2,2,-4.26,-3.93,0
9680,短剑（★） | 渐变之色 (略有磨损),略有磨损,隐秘,2950.0,0,25,3,-1.63,-1.63,-23.37
9681,锯齿爪刀（★ StatTrak™） | 都市伪装 (破损不堪),破损不堪,隐秘,1650.0,0,1,1,0.06,-7.82,-10.81
9682,短剑（★ StatTrak™） | 蓝钢 (崭新出厂),崭新出厂,隐秘,3888.0,0,4,2,0,0,0
9683,短剑（★ StatTrak™） | 狩猎网格 (战痕累累),战痕累累,隐秘,1100.0,1459.04,3,2,0,22.49,0
9684,短剑（★ StatTrak™） | 人工染色 (崭新出厂),崭新出厂,隐秘,3000.0,6834.0,1,1,0,87.5,58.9
9704,熊刀（★ StatTrak™） | 表面淬火 (崭新出厂),崭新出厂,隐秘,2888.0,5894.23,1,1,0,-21.22,-17.2
9705,折刀（★ StatTrak™） | 人工染色 (战痕累累),战痕累累,隐秘,776.0,795.46,2,4,1.44,0,14.29
9707,锯齿爪刀（★ StatTrak™） | 人工染色 (战痕累累),战痕累累,隐秘,2050.0,0,2,2,0,-2.38,-16.33
9708,锯齿爪刀（★ StatTrak™） | 屠夫 (久经沙场),久经沙场,隐秘,4698.5,5894.23,2,1,-0.01,-3.88,-6.01
9710,MP5-SD（纪念品） | 小白鼠 (略有磨损),略有磨损,受限,2.64,3.29,454,276,38.95,17.86,25.71
9711,MP5-SD（纪念品） | 小白鼠 (久经沙场),久经沙场,受限,2.21,3.46,213,231,12.76,-5.96,5.24
9712,P250 | 影魔 (略有磨损),略有磨损,受限,7.84,12.66,304,11,-14.88,-5.54,-17.39
9713,MP5-SD（纪念品） | 小白鼠 (崭新出厂),崭新出厂,受限,4.01,5.48,659,146,44.77,25.31,31.91
9714,AWP | 黑色魅影 (崭新出厂),崭新出厂,隐秘,338.0,521.81,769,53,-9.63,-14.21,-19.06
9715,Tec-9 | 破铜烂铁 (久经沙场),久经沙场,军规级,1.59,3.11,244,79,-7.02,-25.7,-5.92
9716,SG 553 | 危险距离 (久经沙场),久经沙场,军规级,1.2,2.43,169,288,-13.67,20.0,-24.05
9717,格洛克 18 型 | 锈蚀烈焰 (久经沙场),久经沙场,军规级,1.35,2.66,404,133,-6.9,7.14,-14.56
9718,M4A4 | 镁元素 (略有磨损),略有磨损,军规级,7.65,11.0,915,93,3.66,-3.65,-3.65
9719,Tec-9 | 破铜烂铁 (战痕累累),战痕累累,军规级,0.99,2.01,115,265,8.79,-19.51,43.48
9720,AK-47 | 二西莫夫 (久经沙场),久经沙场,隐秘,261.0,388.42,1595,184,-7.77,-8.74,-12.71
9721,MP9（StatTrak™） | 中度威胁 (久经沙场),久经沙场,军规级,1.01,1.65,185,205,-9.01,-6.48,-15.13
9722,MAC-10（StatTrak™） | 销声 (略有磨损),略有磨损,受限,15.05,19.4,58,10,8.27,-4.5,-7.61
9723,沙漠之鹰 | 机械工业 (略有磨损),略有磨损,保密,49.68,67.12,918,82,-2.59,-9.67,-17.06
9724,USP 消音版 | 闪回 (略有磨损),略有磨损,受限,4.28,7.09,424,16,-10.83,-15.75,-38.77
9725,沙漠之鹰 | 机械工业 (崭新出厂),崭新出厂,保密,87.7,123.23,825,70,-8.93,-20.27,-21.61
9726,UMP-45（StatTrak™） | 动量 (略有磨损),略有磨损,保密,42.89,99.5,49,2,-6.9,-7.66,-19.07
9727,M4A4 | 镁元素 (战痕累累),战痕累累,军规级,1.24,2.59,267,174,14.81,-10.79,-2.36
9728,SG 553 | 危险距离 (战痕累累),战痕累累,军规级,0.93,2.13,41,293,4.49,2.2,24.0
9729,USP 消音版 | 闪回 (崭新出厂),崭新出厂,受限,21.0,29.46,306,46,-18.92,-29.74,12.78
9730,USP 消音版 | 闪回 (久经沙场),久经沙场,受限,3.67,6.21,582,26,1.1,-4.43,-29.29
9731,MP5-SD | 磷光体 (略有磨损),略有磨损,保密,37.2,55.48,148,10,-8.37,-9.05,-17.06
