id,name,wear,rarity,price,steam_price,sell_num,buy_num,rate_7,rate_30,inventory
8340,裹手（★） | 恶土 (崭新出厂),崭新出厂,非凡,9488.0,0,6,3,+97.67,+39.53,54
8341,运动手套（★） | 双栖 (战痕累累),战痕累累,非凡,1549.91,2185.0,63,12,-0.96,-9.60,5354
8342,猎杀者匕首（★ StatTrak™） | 致命紫罗兰 (战痕累累),战痕累累,隐秘,0,923.38,0,2,,,142
8343,暗影双匕（★ StatTrak™） | 致命紫罗兰 (破损不堪),破损不堪,隐秘,0,871.26,0,1,,,93
8344,蝴蝶刀（★） | 致命紫罗兰 (崭新出厂),崭新出厂,隐秘,13688.0,0,5,8,+1.39,-0.35,58
8345,摩托手套（★） | 嘭！ (战痕累累),战痕累累,非凡,399.0,552.24,73,5,-2.06,-17.73,5304
8346,运动手套（★） | 青铜形态 (略有磨损),略有磨损,非凡,1006.0,1449.92,139,26,-3.46,-12.14,7464
8347,裹手（★） | 套印 (略有磨损),略有磨损,非凡,1055.0,1500.0,263,29,+5.50,-10.52,7671
8348,专业手套（★） | 大腕 (略有磨损),略有磨损,非凡,1170.0,1773.83,163,17,+9.66,-5.24,7533
8349,爪子刀（★） | 噩梦之夜 (崭新出厂),崭新出厂,隐秘,20000.0,0,1,1,,,35
8350,专业手套（★） | 狩鹿 (战痕累累),战痕累累,非凡,334.77,499.6,26,6,-5.52,-6.75,4804
8352,刺刀（★） | 森林 DDPAT (崭新出厂),崭新出厂,隐秘,2146.5,0,2,1,-0.02,-19.49,19
8353,驾驶手套（★） | 蓝紫格子 (略有磨损),略有磨损,非凡,2295.0,3269.11,156,17,+5.28,-13.91,7403
8354,驾驶手套（★） | 蓝紫格子 (破损不堪),破损不堪,非凡,1050.0,1569.77,20,5,+3.35,-15.07,3198
8355,驾驶手套（★） | 月色织物 (崭新出厂),崭新出厂,非凡,10299.0,0,2,2,+14.43,-10.44,64
8356,驾驶手套（★） | 超越 (战痕累累),战痕累累,非凡,329.99,511.9,16,3,-12.70,-13.05,4994
8357,M9 刺刀（★ StatTrak™） | 深红之网 (战痕累累),战痕累累,隐秘,4300.0,0,13,6,,+4.88,82
8358,运动手套（★） | 迈阿密风云 (破损不堪),破损不堪,非凡,2450.0,3753.86,78,9,-2.39,-17.92,3467
8359,专业手套（★） | 深红之网 (破损不堪),破损不堪,非凡,836.91,1274.39,47,6,+3.57,-4.62,3267
8360,蝴蝶刀（★ StatTrak™） | 北方森林 (破损不堪),破损不堪,隐秘,2880.0,4533.77,9,3,-0.69,-12.73,104
8361,爪子刀（★ StatTrak™） | 自由之手 (破损不堪),破损不堪,隐秘,5700.0,6351.49,3,3,,+67.16,37
8412,M9 刺刀（★ StatTrak™） | 自动化 (破损不堪),破损不堪,隐秘,4225.0,0,1,3,-0.59,-5.90,35
8414,九头蛇手套（★） | 翡翠色调 (崭新出厂),崭新出厂,非凡,1326.41,2237.13,4,3,+6.11,-8.84,218
8415,裹手（★） | 防水布胶带 (崭新出厂),崭新出厂,非凡,13800.0,0,2,5,,+137.93,201
8416,猎杀者匕首（★） | 枯焦之色 (崭新出厂),崭新出厂,隐秘,6666.0,0,1,1,,,13
8417,爪子刀（★ StatTrak™） | 大马士革钢 (破损不堪),破损不堪,隐秘,4200.0,0,4,3,-19.21,+2.17,38
8418,九头蛇手套（★） | 响尾蛇 (崭新出厂),崭新出厂,非凡,898.0,3960.11,8,3,-0.22,-22.49,209
8419,AWP（纪念品） | 粉红 DDPAT (崭新出厂),崭新出厂,受限,3279.49,2778.86,6,2,-0.26,-0.26,43
8420,九头蛇手套（★） | 表面淬火 (崭新出厂),崭新出厂,非凡,3397.0,4497.08,13,11,+37.75,+13.33,170
8421,刺刀（★ StatTrak™） | 渐变之色 (略有磨损),略有磨损,隐秘,5000.0,0,1,1,,,15
8422,摩托手套（★） | 清凉薄荷 (崭新出厂),崭新出厂,非凡,21000.0,0,8,5,+0.54,-11.27,48
8423,折叠刀（★ StatTrak™） | 传说 (破损不堪),破损不堪,隐秘,1799.5,1646.11,3,1,-23.41,-23.41,34
8424,驾驶手套（★） | 王蛇 (崭新出厂),崭新出厂,非凡,18000.0,0,54,5,+7.14,-4.70,244
8425,驾驶手套（★） | 深红织物 (崭新出厂),崭新出厂,非凡,19900.0,0,5,2,-0.50,-51.46,56
8426,蝴蝶刀（★ StatTrak™） | 外表生锈 (破损不堪),破损不堪,隐秘,4400.0,0,7,3,,-3.30,42
8427,AWP（纪念品） | 巨龙传说 (战痕累累),战痕累累,隐秘,234567.89,0,1,21,,-12.76,11
8428,运动手套（★） | 欧米伽 (崭新出厂),崭新出厂,非凡,10197.0,0,27,7,+5.49,-12.08,237
8429,运动手套（★） | 树篱迷宫 (崭新出厂),崭新出厂,非凡,288888.0,0,12,4,+31.31,+52.94,64
8430,摩托手套（★） | 玳瑁 (崭新出厂),崭新出厂,非凡,3880.0,5300.0,17,15,-2.70,+14.47,255
8431,M9 刺刀（★ StatTrak™） | 外表生锈 (破损不堪),破损不堪,隐秘,2420.0,5557.53,3,3,,-8.87,28
8436,运动手套（★） | 双栖 (崭新出厂),崭新出厂,非凡,15250.0,0,40,5,+0.06,-23.32,266
8437,驾驶手套（★） | 墨绿色调 (崭新出厂),崭新出厂,非凡,1450.0,2127.78,11,2,-14.68,-18.06,219
8438,刺刀（★ StatTrak™） | 澄澈之水 (战痕累累),战痕累累,隐秘,2160.0,0,2,2,,,31
8439,摩托手套（★） | 多边形 (崭新出厂),崭新出厂,非凡,4099.0,6710.66,19,16,-0.01,-0.02,221
8440,专业手套（★） | 渐变之色 (崭新出厂),崭新出厂,非凡,12250.05,0,28,7,+1.24,-14.63,219
8441,鲍伊猎刀（★） | 致命紫罗兰 (崭新出厂),崭新出厂,隐秘,2700.51,3215.55,1,1,+1.91,,48
8442,摩托手套（★） | 嘭！ (崭新出厂),崭新出厂,非凡,3999.0,6556.69,27,13,-2.44,-18.37,241
8444,爪子刀（★ StatTrak™） | 自由之手 (战痕累累),战痕累累,隐秘,3599.0,0,2,2,,-2.70,17
8445,格洛克 18 型（StatTrak™） | 战鹰 (略有磨损),略有磨损,军规级,6.6,9.02,64,10,-0.31,-5.11,38254
8446,Tec-9 | 蛇-9 (久经沙场),久经沙场,军规级,2.16,4.1,50,53,-0.92,-6.09,97755
8447,双持贝瑞塔 | 碎片 (久经沙场),久经沙场,军规级,1.99,3.7,54,13,+4.19,-21.96,157992
8448,地平线武器箱,,普通级,12.65,19.37,1041,281,,-4.39,
8449,MP7（StatTrak™） | 权力之心 (略有磨损),略有磨损,受限,38.9,47.79,38,7,+30.54,-10.57,8366
8450,MP9 | 毛细血管 (崭新出厂),崭新出厂,军规级,20.99,29.82,138,41,+23.54,-15.67,59371
8451,格洛克 18 型 | 战鹰 (久经沙场),久经沙场,军规级,2.46,4.8,56,89,+1.65,+6.96,118653
8452,AUG | 琥珀冲流 (崭新出厂),崭新出厂,军规级,10.99,16.16,186,20,+11.12,-38.02,71350
8453,P90 | 牵引力 (略有磨损),略有磨损,军规级,3.68,5.66,91,20,+15.00,-14.81,120212
8454,R8 左轮手枪 | 生存主义者 (略有磨损),略有磨损,军规级,2.55,4.02,144,52,+31.44,-2.67,58901
8455,双持贝瑞塔 | 碎片 (崭新出厂),崭新出厂,军规级,13.69,17.99,166,107,+38.56,-34.50,95627
8456,Tec-9 | 蛇-9 (略有磨损),略有磨损,军规级,4.39,6.68,86,22,-1.57,+2.81,80729
8457,AWP | 猫猫狗狗 (久经沙场),久经沙场,受限,15.5,23.96,1093,179,+3.33,+0.65,246810
8458,CZ75 | 经济 (略有磨损),略有磨损,受限,26.67,37.4,217,28,+9.71,+12.72,60316
8459,P90（StatTrak™） | 牵引力 (久经沙场),久经沙场,军规级,2.5,4.48,81,15,-2.34,-16.11,44451
8460,AWP | 猫猫狗狗 (崭新出厂),崭新出厂,受限,57.0,78.49,1587,142,+18.75,+16.61,157592
8461,G3SG1 | 公海 (战痕累累),战痕累累,受限,4.39,7.39,56,3,+0.23,-4.57,15387
8512,MP9 | 毛细血管 (破损不堪),破损不堪,军规级,4.89,3.6,24,42,-38.80,+126.39,12134
8513,P90 | 牵引力 (崭新出厂),崭新出厂,军规级,22.95,29.22,85,32,+37.02,-25.29,23418
8514,R8 左轮手枪 | 生存主义者 (战痕累累),战痕累累,军规级,1.58,2.95,41,65,-2.47,-0.63,24860
8515,R8 左轮手枪 | 生存主义者 (崭新出厂),崭新出厂,军规级,28.0,38.25,101,24,+27.27,-14.87,27184
8516,R8 左轮手枪 | 生存主义者 (久经沙场),久经沙场,军规级,1.93,3.83,41,13,+4.89,,117415
8517,AUG（StatTrak™） | 琥珀冲流 (战痕累累),战痕累累,军规级,6.97,3.74,12,3,-5.17,+173.33,6144
8518,AUG（StatTrak™） | 琥珀冲流 (略有磨损),略有磨损,军规级,3.09,5.63,61,15,-9.38,-26.08,24985
8519,AUG（StatTrak™） | 琥珀冲流 (破损不堪),破损不堪,军规级,3.26,3.91,31,12,+30.92,-20.49,4898
8520,AWP（StatTrak™） | 猫猫狗狗 (崭新出厂),崭新出厂,受限,90.07,130.36,329,22,-0.91,-12.97,21747
8521,AWP（StatTrak™） | 猫猫狗狗 (久经沙场),久经沙场,受限,39.65,56.24,193,8,+1.67,-17.38,36796
8522,AWP（StatTrak™） | 猫猫狗狗 (略有磨损),略有磨损,受限,52.04,80.88,279,22,+7.97,-11.50,28487
8523,AWP（StatTrak™） | 猫猫狗狗 (破损不堪),破损不堪,受限,44.25,63.72,37,9,+6.12,-10.24,2946
8524,CZ75（StatTrak™） | 经济 (战痕累累),战痕累累,受限,7.96,11.15,28,3,-0.12,-18.78,6634
8525,CZ75（StatTrak™） | 经济 (久经沙场),久经沙场,受限,10.65,17.08,130,4,-5.67,-9.67,23273
8526,CZ75（StatTrak™） | 经济 (略有磨损),略有磨损,受限,32.0,42.47,72,9,+21.91,+13.96,13199
8527,CZ75（StatTrak™） | 经济 (破损不堪),破损不堪,受限,8.44,13.85,25,12,+2.93,-5.28,9424
8528,双持贝瑞塔（StatTrak™） | 碎片 (战痕累累),战痕累累,军规级,3.46,4.16,48,3,-9.66,-27.61,3174
8529,双持贝瑞塔（StatTrak™） | 碎片 (崭新出厂),崭新出厂,军规级,10.99,12.21,44,4,+24.60,+11.23,22977
8530,双持贝瑞塔（StatTrak™） | 碎片 (久经沙场),久经沙场,军规级,1.95,3.56,61,63,+4.28,-70.85,44428
8531,双持贝瑞塔（StatTrak™） | 碎片 (略有磨损),略有磨损,军规级,5.24,7.4,55,61,-7.42,-0.19,25519
8532,法玛斯（StatTrak™） | 雅典娜之眼 (久经沙场),久经沙场,保密,77.9,136.25,34,4,+20.51,+34.31,7341
8533,法玛斯（StatTrak™） | 雅典娜之眼 (略有磨损),略有磨损,保密,121.5,166.81,28,7,+1.70,-3.80,3673
8534,G3SG1（StatTrak™） | 公海 (久经沙场),久经沙场,受限,9.37,14.05,131,7,+5.64,-5.83,22985
8535,G3SG1（StatTrak™） | 公海 (略有磨损),略有磨损,受限,18.06,27.3,68,3,-4.19,-10.73,10689
8536,格洛克 18 型（StatTrak™） | 战鹰 (战痕累累),战痕累累,军规级,2.37,4.54,30,11,-6.32,-4.43,23387
8537,格洛克 18 型（StatTrak™） | 战鹰 (破损不堪),破损不堪,军规级,2.51,3.82,68,43,-2.71,-12.24,34568
8538,M4A1 消音型（StatTrak™） | 梦魇 (战痕累累),战痕累累,保密,141.89,201.78,25,3,-2.34,+1.06,4579
8539,M4A1 消音型（StatTrak™） | 梦魇 (久经沙场),久经沙场,保密,161.0,222.42,103,23,-4.72,-10.00,15179
8540,MP7（StatTrak™） | 权力之心 (战痕累累),战痕累累,受限,14.71,19.12,35,3,-31.23,-22.21,5317
8541,MP7（StatTrak™） | 权力之心 (崭新出厂),崭新出厂,受限,94.9,139.99,45,2,+0.21,-1.90,2877
8542,MP9（StatTrak™） | 毛细血管 (久经沙场),久经沙场,军规级,3.09,3.87,160,46,+2.32,+3.34,58763
8543,MP9（StatTrak™） | 毛细血管 (略有磨损),略有磨损,军规级,6.96,9.4,66,22,+20.00,+2.50,33567
8544,P90（StatTrak™） | 牵引力 (战痕累累),战痕累累,军规级,2.1,3.33,28,10,-11.02,-8.70,20407
8545,P90（StatTrak™） | 牵引力 (略有磨损),略有磨损,军规级,7.0,8.6,75,2,+36.19,+7.86,35698
8546,P90（StatTrak™） | 牵引力 (破损不堪),破损不堪,军规级,1.9,3.46,41,10,-16.30,-30.15,32353
8547,R8 左轮手枪（StatTrak™） | 生存主义者 (崭新出厂),崭新出厂,军规级,9.0,13.49,39,4,+5.88,+0.78,8042
8548,R8 左轮手枪（StatTrak™） | 生存主义者 (久经沙场),久经沙场,军规级,2.2,3.02,52,37,+20.88,+22.22,30956
8549,Tec-9（StatTrak™） | 蛇-9 (战痕累累),战痕累累,军规级,2.32,3.28,23,34,-0.85,+16.58,14033
8550,Tec-9（StatTrak™） | 蛇-9 (崭新出厂),崭新出厂,军规级,35.0,49.0,30,5,+6.38,+0.29,4653
8551,Tec-9（StatTrak™） | 蛇-9 (久经沙场),久经沙场,军规级,3.62,4.23,34,3,+22.30,+3.43,29949
8552,Tec-9（StatTrak™） | 蛇-9 (略有磨损),略有磨损,军规级,7.34,11.93,39,1,-6.97,-7.56,23650
8553,Tec-9（StatTrak™） | 蛇-9 (破损不堪),破损不堪,军规级,2.4,3.5,19,6,-1.64,-10.45,21693
8554,Tec-9 | 蛇-9 (战痕累累),战痕累累,军规级,1.56,3.37,39,61,+10.64,+15.56,43461
8555,Tec-9 | 蛇-9 (崭新出厂),崭新出厂,军规级,59.97,84.27,103,46,+7.47,-29.03,18146
8556,裹手（★） | 钴蓝骷髅 (崭新出厂),崭新出厂,非凡,8888.38,0,28,9,,-1.22,222
8557,折刀（★） | 屠夫 (略有磨损),略有磨损,隐秘,624.49,887.3,37,1,-0.68,-6.51,2944
8558,锯齿爪刀（★ StatTrak™） | 枯焦之色 (久经沙场),久经沙场,隐秘,1800.0,2663.23,8,2,+20.08,+9.10,317
8559,短剑（★） | 表面淬火 (久经沙场),久经沙场,隐秘,1545.5,2222.43,137,9,+1.41,-3.35,2274
8560,锯齿爪刀（★）,,隐秘,2130.0,3411.89,373,29,+2.55,-4.53,16630
8561,锯齿爪刀（★） | 深红之网 (久经沙场),久经沙场,隐秘,2332.9,3584.6,78,17,+8.51,-4.74,3953
8612,锯齿爪刀（★） | 北方森林 (战痕累累),战痕累累,隐秘,1300.0,2221.83,15,4,+0.04,-9.72,862
8613,AK-47（StatTrak™） | 霓虹骑士 (略有磨损),略有磨损,隐秘,1207.5,1894.63,84,9,-3.32,-10.55,3878
8614,双持贝瑞塔（StatTrak™） | 碎片 (破损不堪),破损不堪,军规级,3.97,3.56,17,3,+67.51,+11.83,5217
8615,法玛斯（StatTrak™） | 雅典娜之眼 (崭新出厂),崭新出厂,保密,289.98,400.45,20,10,-3.01,-2.69,1946
8616,法玛斯（StatTrak™） | 雅典娜之眼 (破损不堪),破损不堪,保密,0,109.6,0,1,,,494
8617,M4A1 消音型（StatTrak™） | 梦魇 (略有磨损),略有磨损,保密,368.96,516.13,71,14,+2.49,-2.90,8640
8618,MP7（StatTrak™） | 权力之心 (久经沙场),久经沙场,受限,14.26,20.73,76,3,-4.74,-26.72,20525
8619,折刀（★） | 蓝钢 (战痕累累),战痕累累,隐秘,370.0,541.16,10,7,+5.71,-2.62,955
8620,折刀（★） | 蓝钢 (久经沙场),久经沙场,隐秘,351.82,530.43,19,6,-0.88,-20.62,1846
8621,折刀（★） | 北方森林 (久经沙场),久经沙场,隐秘,290.0,408.94,18,2,-2.96,-4.92,3344
8622,折刀（★） | 表面淬火 (略有磨损),略有磨损,隐秘,756.91,888.61,51,6,+17.48,+8.13,1325
8623,折刀（★） | 表面淬火 (破损不堪),破损不堪,隐秘,500.71,743.4,33,2,-2.15,-12.15,1293
8624,折刀（★） | 深红之网 (略有磨损),略有磨损,隐秘,585.9,887.3,27,6,-5.35,-4.79,947
8625,折刀（★） | 深红之网 (破损不堪),破损不堪,隐秘,500.0,692.6,2,1,-7.41,-7.39,503
8626,折刀（★） | 狩猎网格 (破损不堪),破损不堪,隐秘,299.0,447.15,1,3,,-11.80,504
8627,折刀（★） | 人工染色 (久经沙场),久经沙场,隐秘,319.99,473.72,16,7,+0.63,-2.54,2018
8628,折刀（★ StatTrak™） | 北方森林 (久经沙场),久经沙场,隐秘,611.4,595.64,4,3,-0.36,-0.68,255
8629,折刀（★ StatTrak™） | 屠夫 (久经沙场),久经沙场,隐秘,1199.5,1571.75,3,1,+0.80,,51
8630,短剑（★ StatTrak™） | 蓝钢 (破损不堪),破损不堪,隐秘,2000.0,2072.11,1,1,,,163
8631,短剑（★ StatTrak™） | 枯焦之色 (久经沙场),久经沙场,隐秘,1199.0,1807.17,5,3,,,297
8632,短剑（★） | 蓝钢 (战痕累累),战痕累累,隐秘,1260.0,1945.17,41,5,-1.45,-4.11,1079
8633,短剑（★） | 蓝钢 (久经沙场),久经沙场,隐秘,1334.91,2001.46,40,8,+0.37,-8.88,2198
8634,短剑（★） | 深红之网 (久经沙场),久经沙场,隐秘,1595.0,2388.87,80,19,+7.05,-1.24,3927
8635,短剑（★） | 狩猎网格 (久经沙场),久经沙场,隐秘,820.0,1189.38,23,8,+1.24,-6.18,3714
8636,短剑（★） | 狩猎网格 (略有磨损),略有磨损,隐秘,818.0,1346.44,21,4,-3.77,-10.99,1003
8637,短剑（★） | 枯焦之色 (战痕累累),战痕累累,隐秘,849.41,1272.27,18,5,-3.42,-6.66,801
8638,短剑（★） | 人工染色 (战痕累累),战痕累累,隐秘,1180.0,1604.08,13,4,+1.77,-5.38,968
8639,锯齿爪刀（★） | 深红之网 (破损不堪),破损不堪,隐秘,2333.0,3749.0,9,4,,+1.44,545
8640,熊刀（★）,,隐秘,726.0,1045.25,226,20,+0.97,-3.33,16617
8641,熊刀（★） | 表面淬火 (战痕累累),战痕累累,隐秘,782.5,1130.85,30,3,-0.61,-3.34,1013
8642,熊刀（★） | 渐变之色 (崭新出厂),崭新出厂,隐秘,1305.0,2110.13,306,20,-1.14,-5.19,6293
8643,熊刀（★） | 森林 DDPAT (略有磨损),略有磨损,隐秘,478.0,693.88,28,3,+6.22,-4.30,1020
8644,熊刀（★） | 枯焦之色 (久经沙场),久经沙场,隐秘,433.91,672.11,38,6,+3.31,-7.28,3602
8645,熊刀（★） | 人工染色 (破损不堪),破损不堪,隐秘,520.0,784.88,16,5,-2.42,-14.42,1372
8646,熊刀（★） | 夜色 (略有磨损),略有磨损,隐秘,578.91,962.27,27,5,-5.10,-13.98,983
8647,熊刀（★） | 表面淬火 (略有磨损),略有磨损,隐秘,899.5,1365.07,110,3,-2.53,-13.64,1446
8648,折刀（★） | 夜色 (久经沙场),久经沙场,隐秘,308.0,440.0,24,3,-0.64,-1.44,3418
8649,熊刀（★） | 北方森林 (久经沙场),久经沙场,隐秘,398.3,617.39,51,6,+2.13,-7.16,3837
8650,AK-47 | 霓虹骑士 (破损不堪),破损不堪,隐秘,349.99,513.99,10,2,-21.35,-7.90,3103
8651,AK-47（StatTrak™） | 霓虹骑士 (破损不堪),破损不堪,隐秘,999.99,867.37,2,4,+11.11,+11.11,351
8652,AWP（StatTrak™） | 猫猫狗狗 (战痕累累),战痕累累,受限,45.48,62.5,42,5,-0.24,-13.96,2104
8653,折刀（★） | 蓝钢 (略有磨损),略有磨损,隐秘,379.16,576.24,13,3,-5.09,-9.72,1220
8654,折刀（★） | 狩猎网格 (久经沙场),久经沙场,隐秘,283.9,397.06,24,5,-1.42,-5.17,3270
8655,折刀（★） | 枯焦之色 (久经沙场),久经沙场,隐秘,288.0,402.73,19,2,-2.37,-5.88,3369
8656,专业手套（★） | 狩鹿 (崭新出厂),崭新出厂,非凡,1800.0,2691.48,16,5,,-7.53,222
8657,折刀（★ StatTrak™）,,隐秘,355.45,530.0,38,7,-5.21,-12.54,1444
8658,折刀（★ StatTrak™） | 蓝钢 (略有磨损),略有磨损,隐秘,748.5,793.96,3,2,-0.07,-0.13,130
8659,短剑（★ StatTrak™） | 森林 DDPAT (久经沙场),久经沙场,隐秘,960.1,1341.86,14,3,-3.54,-8.52,341
8660,熊刀（★ StatTrak™） | 狩猎网格 (久经沙场),久经沙场,隐秘,549.0,637.19,9,3,-0.16,-1.96,292
8661,短剑（★）,,隐秘,1346.0,1883.72,372,26,+2.01,-3.86,16551
8662,短剑（★） | 北方森林 (破损不堪),破损不堪,隐秘,814.0,1324.68,16,5,+0.49,-7.45,521
8663,短剑（★） | 夜色 (久经沙场),久经沙场,隐秘,950.0,1437.33,64,9,+6.98,-4.81,3886
8664,短剑（★） | 枯焦之色 (久经沙场),久经沙场,隐秘,917.5,1334.98,70,8,+0.38,-2.19,3684
8665,短剑（★） | 枯焦之色 (略有磨损),略有磨损,隐秘,995.0,1535.71,27,6,-0.35,-8.46,1009
8666,短剑（★） | 屠夫 (久经沙场),久经沙场,隐秘,2269.99,3691.87,19,4,-1.30,-6.39,836
8667,短剑（★） | 人工染色 (久经沙场),久经沙场,隐秘,1154.0,1890.57,44,8,+3.04,-4.63,2230
8668,短剑（★） | 都市伪装 (久经沙场),久经沙场,隐秘,970.0,1433.27,53,8,+0.10,-5.83,3826
8669,锯齿爪刀（★） | 深红之网 (略有磨损),略有磨损,隐秘,3473.41,5865.0,41,7,+2.16,-5.61,1015
8670,锯齿爪刀（★） | 渐变之色 (崭新出厂),崭新出厂,隐秘,5300.0,8218.36,289,18,+6.00,-6.82,6485
8671,锯齿爪刀（★） | 狩猎网格 (略有磨损),略有磨损,隐秘,1359.91,2177.09,33,5,+0.73,-6.15,987
8672,锯齿爪刀（★） | 枯焦之色 (略有磨损),略有磨损,隐秘,1599.99,2655.0,19,3,-0.78,-3.03,927
8673,锯齿爪刀（★） | 人工染色 (战痕累累),战痕累累,隐秘,1799.0,3276.02,15,4,-2.76,-5.31,1018
8674,锯齿爪刀（★） | 都市伪装 (略有磨损),略有磨损,隐秘,1766.0,2593.56,23,3,-1.86,+0.91,1029
8675,熊刀（★） | 蓝钢 (久经沙场),久经沙场,隐秘,657.0,895.17,20,4,+2.66,-6.53,2212
8676,熊刀（★） | 北方森林 (战痕累累),战痕累累,隐秘,415.0,591.02,12,4,+6.96,+0.12,819
8677,熊刀（★） | 表面淬火 (久经沙场),久经沙场,隐秘,765.5,1147.02,106,5,-2.36,-5.84,2222
8678,熊刀（★） | 森林 DDPAT (战痕累累),战痕累累,隐秘,450.0,629.99,9,5,+12.72,-3.22,844
8679,熊刀（★） | 夜色 (破损不堪),破损不堪,隐秘,487.99,800.72,19,3,-2.89,-7.93,506
8680,熊刀（★） | 狩猎网格 (久经沙场),久经沙场,隐秘,388.5,554.09,48,7,+3.60,-4.07,3705
8681,熊刀（★） | 枯焦之色 (战痕累累),战痕累累,隐秘,428.68,609.5,11,4,-8.54,-12.51,815
8682,熊刀（★） | 屠夫 (略有磨损),略有磨损,隐秘,1135.91,1726.74,50,4,+3.27,-2.75,3152
8683,短剑（★） | 表面淬火 (破损不堪),破损不堪,隐秘,1470.0,2149.95,68,4,-2.00,-2.00,1432
8684,AK-47（StatTrak™） | 霓虹骑士 (崭新出厂),崭新出厂,隐秘,2550.0,3969.7,84,14,,-0.62,1590
8685,G3SG1（StatTrak™） | 公海 (战痕累累),战痕累累,受限,8.88,12.47,14,3,+16.23,-8.55,3902
8686,折刀（★） | 北方森林 (略有磨损),略有磨损,隐秘,349.5,523.3,15,6,-2.21,+9.22,877
8687,折刀（★） | 表面淬火 (久经沙场),久经沙场,隐秘,508.5,791.79,61,4,-2.68,-13.45,2074
8688,折刀（★） | 狩猎网格 (战痕累累),战痕累累,隐秘,362.2,409.64,9,4,-0.74,-3.28,719
8689,折刀（★） | 枯焦之色 (略有磨损),略有磨损,隐秘,320.0,477.28,21,6,+0.03,+3.23,858
8690,折刀（★） | 屠夫 (久经沙场),久经沙场,隐秘,639.9,857.5,8,1,-1.54,+1.65,683
8691,折刀（★） | 都市伪装 (战痕累累),战痕累累,隐秘,389.96,428.46,6,3,-0.01,,763
8692,折刀（★） | 都市伪装 (久经沙场),久经沙场,隐秘,305.99,435.39,24,5,-2.77,-9.43,3232
8693,折刀（★ StatTrak™） | 都市伪装 (久经沙场),久经沙场,隐秘,684.5,647.82,4,3,-0.51,-0.51,263
8694,短剑（★） | 渐变之色 (崭新出厂),崭新出厂,隐秘,2825.0,4220.88,256,21,+5.88,-2.52,6581
8695,短剑（★） | 森林 DDPAT (久经沙场),久经沙场,隐秘,800.0,1261.62,51,9,-0.99,-8.78,3807
8696,短剑（★） | 森林 DDPAT (破损不堪),破损不堪,隐秘,830.0,1324.11,16,1,+2.53,-4.54,521
8697,短剑（★） | 夜色 (破损不堪),破损不堪,隐秘,957.9,1453.76,14,3,-0.22,-4.69,553
8698,短剑（★） | 屠夫 (略有磨损),略有磨损,隐秘,2428.0,3649.5,45,11,+7.91,-4.78,3208
8699,锯齿爪刀（★） | 蓝钢 (战痕累累),战痕累累,隐秘,2369.91,3549.17,22,5,-2.53,-11.11,1015
8700,锯齿爪刀（★） | 表面淬火 (战痕累累),战痕累累,隐秘,2679.0,4565.08,44,2,+0.02,+3.04,1005
8701,锯齿爪刀（★） | 深红之网 (战痕累累),战痕累累,隐秘,2100.0,3195.55,13,5,+0.24,+1.94,877
8702,锯齿爪刀（★） | 夜色 (破损不堪),破损不堪,隐秘,1550.0,2461.31,21,3,+2.31,-5.03,554
8703,锯齿爪刀（★） | 屠夫 (崭新出厂),崭新出厂,隐秘,4430.0,7063.94,35,6,-3.06,-3.05,2375
8704,锯齿爪刀（★） | 人工染色 (久经沙场),久经沙场,隐秘,1980.0,2977.25,19,6,+7.08,-2.94,2258
8705,锯齿爪刀（★） | 都市伪装 (战痕累累),战痕累累,隐秘,1379.5,2219.81,15,4,-6.44,-4.20,869
8706,熊刀（★） | 北方森林 (略有磨损),略有磨损,隐秘,425.5,614.33,35,6,+5.06,-6.89,995
8707,熊刀（★） | 表面淬火 (崭新出厂),崭新出厂,隐秘,1624.5,2248.75,15,1,-0.26,-2.10,153
8708,熊刀（★） | 森林 DDPAT (久经沙场),久经沙场,隐秘,399.0,627.96,32,5,-1.48,-10.13,3675
8709,熊刀（★） | 都市伪装 (战痕累累),战痕累累,隐秘,472.39,705.21,19,3,,+2.07,849
8710,CZ75（StatTrak™） | 经济 (崭新出厂),崭新出厂,受限,114.45,165.17,72,8,-10.57,+3.12,3627
8711,锯齿爪刀（★ StatTrak™）,,隐秘,2160.0,3400.0,64,2,+1.03,-4.28,1612
8712,锯齿爪刀（★） | 北方森林 (久经沙场),久经沙场,隐秘,1326.91,2115.92,38,8,-0.23,-5.14,3865
8713,锯齿爪刀（★） | 表面淬火 (破损不堪),破损不堪,隐秘,2329.98,3433.71,94,4,-6.80,-10.38,1488
8714,锯齿爪刀（★） | 森林 DDPAT (略有磨损),略有磨损,隐秘,1544.0,2521.09,33,4,-3.02,-5.28,981
8715,锯齿爪刀（★） | 夜色 (战痕累累),战痕累累,隐秘,1525.0,2307.87,19,5,+5.25,-3.48,859
8716,锯齿爪刀（★） | 狩猎网格 (战痕累累),战痕累累,隐秘,1289.41,1952.01,32,7,-0.81,-4.49,900
8717,锯齿爪刀（★） | 人工染色 (略有磨损),略有磨损,隐秘,2100.9,3120.23,19,4,+1.15,-3.10,1443
8718,锯齿爪刀（★） | 人工染色 (破损不堪),破损不堪,隐秘,1848.3,2970.96,13,5,-4.92,-3.73,1418
8719,熊刀（★） | 蓝钢 (破损不堪),破损不堪,隐秘,580.0,889.24,26,2,-1.53,-12.55,1485
